x, y
-0.69348, -152.00408
-0.69348, -86.78668
-0.69348, -21.56929
-0.69348, 43.6481
-0.69348, 108.86549
-0.69457, 174.08288
-0.69457, 239.30027
-0.69457, 304.51766
-0.69457, 369.73505
-0.69457, 434.95245
-0.69457, 500.16984
-0.69457, 565.38723
-0.69565, 630.60462
-0.69565, 695.82201
-0.69565, 761.0394
-0.69565, 826.25679
-0.69565, 891.47418
-0.69674, 956.69158
-0.69674, 1021.90897
-0.69674, 1087.12636
-0.69674, 1152.34375
-0.69674, 1217.56114
-0.69674, 1282.77853
-0.69783, 1347.99592
-0.69783, 1413.21332
-0.69783, 1478.43071
-0.69891, 1543.6481
-0.70326, 1608.86549
-0.70652, 1674.08288
-0.70978, 1739.30027
-0.7163, 1750.16984
-0.72283, 1750.16984
-0.72935, 1717.56114
-0.73587, 1728.43071
-0.74239, 1728.43071
-0.74783, 1793.6481
-0.75, 1858.86549
-0.75109, 1924.08288
-0.75326, 1989.30027
-0.75652, 2054.51766
-0.76087, 2119.73505
-0.76522, 2184.95245
-0.76739, 2250.16984
-0.76848, 2315.38723
-0.76957, 2380.60462
-0.77609, 2413.21332
-0.77935, 2347.99592
-0.77935, 2282.77853
-0.78043, 2217.56114
-0.78152, 2152.34375
-0.78261, 2087.12636
-0.7837, 2021.90897
-0.78478, 1956.69158
-0.78478, 1891.47418
-0.78587, 1826.25679
-0.78587, 1761.0394
-0.78696, 1695.82201
-0.78696, 1630.60462
-0.78804, 1565.38723
-0.78804, 1500.16984
-0.78804, 1434.95245
-0.78804, 1369.73505
-0.78804, 1304.51766
-0.78913, 1239.30027
-0.78913, 1174.08288
-0.79022, 1108.86549
-0.79022, 1043.6481
-0.79022, 978.43071
-0.7913, 913.21332
-0.7913, 847.99592
-0.79239, 782.77853
-0.79239, 717.56114
-0.79348, 652.34375
-0.79348, 587.12636
-0.79348, 521.90897
-0.79457, 456.69158
-0.79457, 391.47418
-0.79565, 326.25679
-0.79565, 261.0394
-0.79565, 195.82201
-0.79674, 130.60462
-0.79674, 65.38723
-0.79674, 0.16984
-0.79674, -65.04755
-0.79674, -130.26495
-0.79783, -195.48234
-0.79891, -260.69973
-0.80543, -260.69973
-0.80543, -195.48234
-0.80652, -130.26495
-0.80652, -65.04755
-0.80652, 0.16984
-0.80652, 65.38723
-0.80652, 130.60462
-0.80652, 195.82201
-0.80652, 261.0394
-0.80652, 326.25679
-0.80652, 391.47418
-0.80761, 456.69158
-0.80761, 521.90897
-0.80761, 587.12636
-0.80761, 652.34375
-0.80761, 717.56114
-0.80761, 782.77853
-0.80761, 847.99592
-0.8087, 913.21332
-0.8087, 978.43071
-0.8087, 1043.6481
-0.8087, 1108.86549
-0.8087, 1174.08288
-0.80978, 1239.30027
-0.80978, 1304.51766
-0.80978, 1369.73505
-0.80978, 1434.95245
-0.80978, 1500.16984
-0.81087, 1565.38723
-0.81087, 1630.60462
-0.81196, 1695.82201
-0.81522, 1761.0394
-0.82174, 1815.38723
-0.82826, 1815.38723
-0.83478, 1804.51766
-0.8413, 1837.12636
