x, y
-10.3125, -691.32314
-10.3875, -712.59973
-10.4625, -648.76995
-10.475, -584.94016
-10.4875, -521.11037
-10.5, -457.28059
-10.5125, -393.4508
-10.5125, -329.62101
-10.525, -265.79122
-10.525, -201.96144
-10.5375, -138.13165
-10.5375, -74.30186
-10.5375, -10.47207
-10.5375, 53.35771
-10.55, 117.1875
-10.55, 181.01729
-10.55, 244.84707
-10.5875, 308.67686
-10.6, 372.50665
-10.65, 436.33644
-10.65, 500.16622
-10.65, 563.99601
-8.8875, 1053.35771
-10.425, -776.42952
-10.725, 478.88963
-10.7625, 542.71941
-10.7875, 606.5492
-10.825, 670.37899
-10.8625, 734.20878
-10.875, 798.03856
-10.8875, 861.86835
-10.6875, 372.50665
-10.7125, 308.67686
-10.9375, 702.29388
-11.0125, 766.12367
-11.0125, 829.95346
-10.975, 638.4641
-11, 574.63431
-11.0125, 510.80452
-11.0375, 446.97473
-11.05, 383.14495
-11.05, 319.31516
-11.05, 255.48537
-11.0625, 191.65559
-11.0625, 127.8258
-11.075, 63.99601
-11.075, 0.16622
-11.0875, -63.66356
-11.1125, -127.49335
-11.1375, -191.32314
-11.2125, -255.15293
-11.2875, -255.15293
-11.3625, -297.70612
-11.4375, -308.34441
-11.5125, -340.25931
-11.5875, -393.4508
-11.6625, -457.28059
-11.7375, -510.47207
-11.8125, -542.38697
-11.8875, -553.02527
-11.9625, -584.94016
-12.025, -648.76995
-12.0375, -712.59973
-12.0875, -776.42952
-12.1625, -829.62101
-12.225, -765.79122
-12.25, -701.96144
-12.275, -638.13165
-12.2875, -574.30186
-12.2875, -510.47207
-12.3125, -446.64229
-12.3125, -382.8125
-12.3125, -318.98271
-12.3125, -255.15293
-12.325, -191.32314
-12.325, -127.49335
-12.3375, -63.66356
-12.3375, 0.16622
-12.3375, 63.99601
-12.375, 127.8258
-12.45, 170.37899
-12.475, 234.20878
-12.45, 298.03856
-12.4125, 361.86835
-10.9875, 383.14495
-12.45, 63.99601
-12.525, 149.10239
-12.5625, 85.27261
-12.5625, 21.44282
-12.5625, -42.38697
-12.55, 234.20878
-12.6, 298.03856
-12.6, 361.86835
-12.6, 425.69814
